"gene_id","transcript_length","gene_length","cds_count"
"AL1G40890",1095,1304,1
"AL1G40900",2436,4152,11
"AL1G40910",1299,1663,2
"AL1G40920",377,837,1
"AL1G40930",1938,2666,2
"AL1G40940",1947,3701,11
"AL1G40950",1725,3742,15
"AL1G40960",525,1324,3
"AL1G40970",936,1223,1
"AL1G40980",1344,4936,7
"AL1G40990",1134,1453,1
"AL1G41000",1032,1282,2
"AL1G41030",3990,11938,27
"AL1G41040",1158,2634,3
"AL1G41150",1329,2194,2
"AL1G41160",954,3336,6
"AL1G41170",891,1745,1
"AL1G41180",1350,4321,7
"AL1G41190",738,920,1
"AL1G41200",1557,3256,12
"AL1G41210",1302,2130,3
"AL1G41220",264,1078,4
"AL1G41230",894,1645,5
"AL1G41240",624,840,1
"AL1G41250",2067,4596,15
"AL1G41260",684,988,1
"AL3G42340",462,1920,4
"AL1G41270",777,1372,4
"AL1G41280",3269,5149,8
"AL1G41290",2619,5236,9
"AL1G41300",519,892,2
"AL1G41310",1329,2849,12
"AL1G41320",3063,4665,7
"AL1G41330",1353,3441,9
"AL1G41340",3453,5463,6
"AL1G41350",328,708,3
"AL1G41360",2766,5248,19
"AL1G41370",969,1468,1
"AL1G41380",2103,4956,16
"AL1G41390",2307,3923,5
"AL1G41400",1755,3213,11
"AL1G41420",870,1382,1
"AL1G41430",3741,4751,9
"AL1G41440",594,1640,2
"AL1G41460",381,1348,2
"AL1G41470",1635,4049,15
"AL1G41490",816,1161,3
"AL1G41500",93,93,1
"AL1G41520",3747,4899,9
"AL1G41540",1971,11547,7
"AL1G41560",1287,2222,4
"AL1G41570",2373,3810,6
"AL1G41580",315,1232,1
"AL1G41590",891,1119,3
"AL1G41600",168,168,1
"AL1G41610",1605,3088,15
"AL1G41620",830,2852,10
"AL1G41630",1389,2777,10
"AL1G41640",924,2534,9
"AL1G41660",1830,2895,4
"AL1G41670",843,1733,5
"AL1G41680",390,1056,3
"AL1G41690",732,1027,1
"AL1G41700",725,894,1
"AL1G41710",798,4814,3
"AL1G41720",1905,2059,1
"AL1G41730",798,1010,1
"AL1G41740",783,2005,4
"AL1G41760",1227,5627,19
"AL1G41770",1047,1542,2
"AL1G41780",1071,2011,2
"AL1G41790",1755,3815,9
"AL1G41800",318,1242,3
"AL1G41810",2673,3783,5
"AL1G41820",333,1836,1
"AL1G41830",741,1026,1
"AL1G41840",1014,1728,2
"AL1G41860",1086,3134,6
"AL1G41870",747,890,1
"AL1G41880",417,736,1
"AL1G41890",948,1577,1
"AL1G41900",2142,4244,14
"AL1G41910",534,956,4
"AL1G41920",384,1418,3
"AL1G41930",246,4200,2
"AL1G41940",1881,3902,9
"AL1G41950",2253,6003,20
"AL1G41970",559,868,1
"AL1G41750",14,241,1
"AL5G11140",417,932,1
"AL1G41980",501,811,1
"AL1G41990",291,619,1
"AL1G42000",1839,2687,7
"AL1G42010",1398,1665,1
"AL1G42020",288,2111,3
"AL1G42030",1005,1330,1
"AL1G42040",831,2771,9
"AL1G42050",5136,7897,18
"AL1G42060",1557,3527,2
"AL1G42070",2991,3675,2
"AL1G42080",951,1982,3
"AL1G42100",738,2155,7
"AL1G42110",939,1700,6
"AL1G42120",598,893,3
"AL1G42140",1461,2974,4
"AL1G42150",1848,3529,8
"AL1G42170",315,1108,1
"AL1G42180",657,728,2
"AL1G42190",1128,2198,9
"AL1G42200",1185,2524,5
"AL1G42220",1173,1927,5
"AL1G42230",1144,1861,5
"AL1G42240",270,786,2
"AL1G42250",1185,2048,5
"AL1G40260",1147,1716,2
"AL7G37210",141,889,1
"AL1G42280",1154,1873,5
"AL1G42290",1173,2008,5
"AL1G42300",1353,3076,3
"AL1G42310",1563,1665,1
"AL1G46990",574,1954,1
"AL1G42320",1017,1382,3
"AL6G33740",185,1182,1
"AL1G42330",1032,3830,3
"AL1G42340",150,7201,2
"AL1G42450",354,834,2
"AL1G42460",257,4670,1
"AL1G42570",1449,1758,1
"AL1G42580",852,7379,5
"AL1G42680",858,1593,4
"AL1G42700",906,1425,5
"AL1G42710",1761,2624,8
"AL1G42720",1722,2570,8
"AL1G42730",1043,1770,6
"AL1G42740",1641,4987,16
"AL1G42750",414,1380,4
"AL1G42760",519,696,1
"AL1G42770",799,2215,4
"AL1G42780",414,2072,4
"AL1G42790",480,1603,2
"AL1G42800",993,1460,2
"AL1G42810",1041,1562,2
"AL1G42820",444,859,3
"AL1G42830",987,1497,2
"AL1G42840",1134,4150,10
"AL1G42850",516,1096,2
"AL1G42860",1260,2225,1
"AL1G42870",522,819,1
"AL1G42880",3066,5095,9
"AL1G42890",904,1862,2
"AL1G42900",273,318,1
"AL1G42910",579,895,1
"AL1G42920",234,4360,3
"AL1G42930",948,1349,1
"AL1G42940",954,1143,1
"AL1G42950",393,1380,5
"AL1G42960",1725,2816,3
"AL1G42970",1560,2220,1
"AL1G42980",1041,2065,6
"AL1G42990",1836,2976,9
"AL1G43010",552,2524,4
"AL1G43060",468,1147,3
"AL1G43070",780,1335,2
"AL1G43080",324,623,1
"AL1G43090",1380,1772,1
"AL1G43100",1428,2477,6
"AL1G43110",611,908,2
"AL1G43130",1416,2965,12
"AL1G43140",462,2789,5
"AL1G43150",2169,2568,1
"AL1G43160",2514,5456,10
"AL1G43170",951,1982,4
"AL1G43180",681,1651,6
"AL1G43190",678,1410,6
"AL1G43200",2394,4642,11
"AL1G43210",2235,3496,5
"AL1G43220",171,270,2
"AL1G43230",300,604,1
"AL1G43240",432,658,1
"AL1G43250",230,615,1
"AL1G43260",432,589,1
"AL1G43270",414,598,1
"AL1G43280",188,687,1
"AL1G43290",168,214,1
"AL1G43300",2316,3988,8
"AL1G43310",941,1424,3
"AL1G43340",831,1686,4
"AL1G43350",246,569,1
"AL1G43360",477,1084,4
"AL1G43370",765,2125,3
"AL1G43380",366,580,1
"AL1G43390",114,1039,2
"AL1G43400",732,1733,5
"AL1G43410",1455,3113,14
"AL1G43420",885,2103,8
"AL1G43430",289,731,5
"AL1G43440",730,1799,5
"AL1G34630",194,1338,2
"AL1G43450",1167,3485,12
"AL1G43460",2034,4237,13
"AL7G46370",562,575,1
"AL1G43470",420,659,1
"AL1G43480",1110,2033,5
"AL1G43490",1092,2037,5
"AL1G43500",714,1107,3
"AL1G43510",1698,3203,6
"AL1G43530",1053,2546,7
"AL1G43540",1338,1728,2
"AL1G43550",2280,5561,19
"AL1G43560",207,716,3
"AL1G43570",2727,4913,24
"AL1G43580",3072,6872,24
"AL1G43590",1584,1971,2
"AL1G43600",834,1237,1
"AL1G43610",666,922,1
"AL1G43620",315,709,1
"AL1G43630",1137,2094,1
"AL1G43640",1533,2902,6
"AL1G43650",564,2286,7
"AL1G43660",1623,3211,7
"AL1G43670",792,1917,6
"AL1G43680",390,2081,7
"AL1G43700",846,1385,3
"AL1G43710",1677,3020,7
"AL1G43730",2190,3179,9
"AL1G43740",1638,3890,15
"AL1G43750",3555,4044,3
"AL1G43760",804,1069,1
"AL1G43770",804,1034,1
"AL1G43780",3564,7585,27
"AL1G43790",744,3129,1
"AL1G43800",201,223,1
"AL1G47590",255,596,1
"AL6G49330",NA,297,0
"AL1G43820",510,1503,4
"AL6G33070",906,1225,2
"AL1G43830",555,814,1
"AL1G43840",582,1189,4
"AL1G43850",504,1971,5
"AL1G43860",480,1267,1
"AL1G43870",1230,3873,3
"AL1G43880",393,1687,5
"AL1G43890",1872,3231,6
"AL1G43900",2139,2450,1
"AL1G43910",432,1289,1
"AL5G21980",957,1123,1
"AL1G43920",1026,2157,3
"AL1G43950",1158,1541,2
"AL1G43960",666,1506,5
"AL1G43970",336,540,1
"AL1G43980",1230,2337,4
"AL1G43990",1197,1822,1
"AL1G44000",1770,2011,1
"AL279U10020",228,393,2
"AL9U10430",204,1278,2
"AL1G44010",528,1944,5
"AL1G44020",1224,2199,4
"AL1G44030",950,2104,5
"AL855U10020",NA,66,0
"AL1G44040",396,817,3
"AL1G44080",993,1296,2
"AL1G44070",1101,1641,3
"AL1G44060",1053,1410,2
"AL1G44090",831,1069,1
"AL700U10010",852,1062,1
"AL1G44100",1158,2024,1
"AL1G44110",178,447,1
"AL1G44120",1005,3619,1
"AL1G44130",1530,2673,4
"AL1G44150",792,1776,6
"AL1G44160",2534,4934,13
"AL1G44170",315,659,1
"AL1G44180",44,419,1
"AL1G44190",348,1210,3
"AL1G44200",252,643,1
"AL1G44210",285,514,1
"AL1G44220",1446,3752,15
"AL1G44230",1368,2048,5
"AL1G44240",2451,5252,1
"AL1G44250",975,2396,9
"AL1G44260",1497,2854,5
"AL1G44270",2595,4972,15
"AL1G44280",1107,1701,4
"AL1G44290",1761,3379,5
"AL1G44300",1905,2081,1
"AL1G44320",396,957,3
"AL1G44330",4869,10582,27
"AL1G44340",4488,8354,26
"AL1G44380",1995,4250,4
"AL1G44390",2928,6606,13
"AL1G44400",1111,1400,3
"AL1G44410",1896,4179,7
"AL3G39660",31,1062,1
"AL1G44930",310,506,1
"AL1G44480",1902,8010,12
"AL1G44490",687,1148,2
"AL1G44500",504,1764,4
"AL1G44510",1167,2244,2
"AL1G44520",2523,4957,18
"AL1G44530",585,1927,5
"AL1G44540",1149,2147,5
"AL1G44550",447,727,1
"AL1G44562",220,220,1
"AL1G44564",1625,2332,9
"AL8G27630",NA,121,0
"AL1G44570",1362,1902,2
"AL1G44580",1056,2699,7
"AL1G44590",702,2568,6
"AL1G44600",1530,2215,1
"AL1G44610",2469,3092,2
"AL1G44620",1185,3981,12
"AL1G44630",1940,4204,15
"AL1G44640",2499,3943,10
"AL1G44660",2715,3882,9
"AL1G44680",1257,3675,9
"AL1G44690",879,1907,7
"AL1G44700",1695,4052,13
"AL1G44710",1281,2982,3
"AL1G44720",993,2453,12
"AL1G44730",867,1255,2
"AL1G44740",2130,4914,19
"AL1G44750",1647,2615,3
"AL1G44760",1581,2001,2
"AL1G44770",1416,1658,1
"AL1G44780",1581,1768,1
"AL1G44790",1579,1778,1
"AL7G10400",628,756,1
"AL1G44800",1614,1766,1
"AL1G44810",656,932,1
"AL1G44820",1842,3637,12
"AL1G44830",224,1114,1
"AL1G44850",1608,2902,3
"AL1G44860",1341,1534,1
"AL225U10020",NA,173,0
"AL1G44870",459,533,1
"AL1G44880",351,2549,4
"AL1G44920",930,1064,1
"AL1G44940",327,492,1
"AL1G44950",261,428,1
"AL1G44960",591,1437,2
"AL1G44970",708,962,1
"AL1G44980",2493,4256,9
"AL1G44990",864,1608,6
"AL1G45000",1803,4423,21
"AL2G36960",NA,223,0
"AL1G45080",957,2237,10
"AL1G45100",230,997,1
"AL1G45110",1149,1630,1
"AL1G45120",376,2156,3
"AL1G45140",909,1205,1
"AL1G45150",2184,3594,4
"AL1G45160",1050,1678,2
"AL1G45170",363,1222,2
"AL1G45180",810,1811,4
"AL1G45190",1896,3917,12
"AL7G47940",237,768,1
"AL1G45200",963,2051,8
"AL1G45210",531,763,1
"AL1G45220",1809,4074,6
"AL1G45230",455,729,1
"AL1G45240",1186,1207,1
"AL1G45290",1043,1335,3
"AL1G45300",1309,1345,1
"AL1G45330",645,1278,4
"AL1G45280",162,162,1
"AL1G45340",3634,6977,7
"AL5G17480",NA,90,0
"AL1G45350",1158,1368,2
"AL1G45360",1332,1675,1
"AL1G45370",1308,2375,7
"AL1G45380",1095,3772,7
"AL1G45400",215,368,2
"AL1G45410",462,864,2
"AL1G45420",1074,1969,6
"AL1G45430",480,1820,7
"AL2G23360",2334,3023,5
"AL1G45440",732,3232,4
"AL1G45450",1341,3585,7
"AL1G45460",1518,3769,15
"AL1G45470",1212,1372,1
"AL1G45480",1251,1608,1
"AL1G45490",1155,1515,2
"AL1G45500",1685,5708,10
"AL1G45510",1011,1286,2
"AL1G45520",1132,1259,1
"AL1G45530",676,1072,2
"AL1G45540",1055,1561,2
"AL1G45550",955,1259,1
"AL1G45600",750,750,1
"AL1G13210",195,1075,2
"AL1G45580",1194,1421,1
"AL1G45620",684,1128,3
"AL1G45650",1935,2931,7
"AL8G11190",681,948,2
"AL1G49400",1038,1503,3
"AL1G49390",561,1723,6
"AL1G49380",703,1111,5
"AL1G49370",148,360,2
"AL1G49340",378,2317,5
"AL1G12020",136,196,1
"AL1G49330",169,199,1
"AL1G49310",267,6102,1
"AL1G49300",110,224,1
"AL1G49290",1095,2050,9
"AL1G49280",543,837,3
"AL1G49270",3327,4075,1
"AL1G49260",879,1652,5
"AL1G49250",2736,4688,17
"AL1G49240",836,1140,1
"AL1G49230",396,930,5
"AL1G49190",1095,2412,3
"AL1G49180",1467,1924,2
"AL1G49770",3063,3782,3
"AL4G42742",101,125,1
"AL1G49760",3526,4233,3
"AL1G49750",837,2429,8
"AL1G49740",1188,1715,2
"AL1G49730",996,1444,2
"AL2G14850",NA,649,0
"AL1G49720",519,1611,2
"AL1G49710",663,1128,2
"AL1G49700",213,510,1
"AL1G49690",470,1404,3
"AL1G49680",1158,1407,1
"AL2G37480",180,265,1
"AL1G49670",2115,5268,20
"AL1G49650",842,1374,4
"AL1G49660",806,1567,4
"AL1G49640",1569,2553,7
"AL1G49630",1779,4216,13
"AL1G49620",1713,1981,1
"AL1G49610",1320,2843,10
"AL1G49600",1343,1471,1
"AL1G49590",909,1035,1
"AL1G49580",1746,2145,3
"AL1G49570",2814,5853,21
"AL1G49560",1335,1414,1
"AL1G49550",1095,2957,9
"AL1G49540",1023,1917,2
"AL1G49520",1185,1898,5
"AL1G49510",771,1129,4
"AL48U10020",199,239,1
"AL1G49490",294,512,2
"AL1G49500",277,831,2
"AL5G19990",10,232,0
"AL8G30860",475,1258,4
"AL1G49460",1041,1892,6
"AL1G49450",1251,1517,1
"AL1G49440",10,582,0
"AL1G49420",1323,2561,2
"AL1G49410",1644,2936,6
"AL1G45790",562,954,3
"AL1G45800",2817,4574,10
"AL1G45810",2466,4253,15
"AL1G45820",510,1417,2
"AL1G45830",339,2053,2
"AL1G45840",1923,2862,5
"AL1G45850",2043,3540,9
"AL1G45860",1233,1300,1
"AL1G45870",1535,3479,14
"AL1G45880",2817,6426,18
"AL1G45890",271,1401,4
"AL1G45900",1833,3745,3
"AL1G45910",1443,1810,1
"AL1G45920",1485,5525,1
"AL1G45930",1965,3597,1
"AL1G45950",1812,3775,6
"AL1G45960",845,2452,5
"AL1G45970",1683,3124,8
"AL1G45980",1038,4649,5
"AL1G46000",1510,2674,9
"AL1G46010",1818,2082,1
"AL1G46020",2544,4156,8
"AL1G46030",261,436,1
"AL1G46040",477,1291,3
"AL1G46050",1617,3067,13
"AL1G46070",1008,1299,1
"AL1G46080",480,634,1
"AL1G46100",435,657,1
"AL1G46120",645,2858,11
"AL1G46130",1188,2170,5
"AL1G46140",789,1705,8
"AL1G46150",1521,2454,8
"AL1G46160",2424,4177,11
"AL1G46170",953,1700,4
"AL1G10500",107,2070,1
"AL1G46180",2805,3166,2
"AL1G46190",153,800,3
"AL1G46200",795,2054,2
"AL1G46210",1512,2902,11
"AL1G46220",1312,2375,2
"AL1G46230",1170,3158,12
"AL1G46240",1218,2052,3
"AL1G46250",1040,2657,4
"AL1G46260",1245,1545,1
"AL1G46270",1215,3804,1
"AL1G46280",1213,1359,1
"AL1G46290",2949,3571,3
"AL1G46300",1290,3076,5
"AL1G46330",1380,3333,12
"AL1G46340",349,2166,5
"AL1G46350",891,1800,7
"AL1G46370",1767,4135,6
"AL1G46380",1161,5133,6
"AL1G46390",585,1428,2
"AL1G46400",500,631,1
"AL1G46410",363,1316,1
"AL1G46420",1470,2870,3
"AL1G46430",810,2035,7
"AL1G46440",339,537,2
"AL1G46450",1756,3546,4
"AL1G46460",707,887,1
"AL1G46470",1455,3401,3
"AL1G46480",291,2209,2
"AL1G46540",948,1533,4
"AL1G46550",1158,2453,2
"AL1G46560",840,1170,1
"AL8G29450",237,1091,3
"AL1G46570",369,1848,5
"AL1G46580",1203,2698,8
"AL1G46590",843,2301,6
"AL1G46600",423,1837,4
"AL1G46610",2274,2369,1
"AL1G46630",1168,1838,1
"AL1G46640",1150,1379,2
"AL1G46620",383,554,1
"AL1G46650",306,614,1
"AL1G46660",1160,1485,2
"AL1G46670",1716,3136,12
"AL1G46680",1809,4698,4
"AL1G46710",279,954,1
"AL1G46720",501,1036,4
"AL1G46730",702,914,1
"AL1G46740",3138,7654,27
"AL1G46750",1431,2292,3
"AL1G46760",846,1646,4
"AL1G46770",717,922,2
"AL1G46780",2148,3426,2
"AL1G46790",465,2339,5
"AL1G46800",546,2468,6
"AL1G46810",426,729,2
"AL1G46820",690,1533,4
"AL1G46840",495,1001,3
"AL1G46850",660,785,1
"AL1G46860",843,879,2
"AL1G46870",930,1512,1
"AL1G46890",408,1237,1
"AL1G46900",1878,2250,1
"AL1G46920",603,832,1
"AL1G46950",642,2392,4
"AL1G46960",291,1363,4
"AL1G46970",435,779,4
"AL1G47010",981,2254,5
"AL1G47020",942,1352,4
"AL1G47030",5745,10617,21
"AL1G47040",945,1218,1
"AL5G18430",441,485,2
"AL1G47070",180,521,2
"AL1G47080",1092,1774,3
"AL1G47090",1187,2725,10
"AL4G20190",2748,3901,7
"AL4G20200",607,787,1
"AL3G43650",267,735,1
"AL1G46360",573,904,3
"AL1G47100",1098,2424,10
"AL1G47110",3234,4723,7
"AL1G47120",2886,4796,14
"AL1G47150",1272,1971,2
"AL1G47160",540,1334,6
"AL1G47170",1602,2374,3
"AL1G47180",1833,3282,12
"AL1G47190",1188,1576,4
"AL1G47200",243,569,1
"AL6G11490",10,1289,0
"AL1G47210",249,492,1
"AL1G47220",1200,2794,11
"AL8G17350",2101,2252,1
"AL1G47240",150,180,1
"AL1G47250",2325,3402,10
"AL1G47260",2325,3388,10
"AL1G47270",2325,3292,10
"AL1G47280",2316,3290,9
"AL1G47290",672,2209,4
"AL1G47320",1552,1770,2
"AL1G47330",468,986,1
"AL1G47340",1059,1498,4
"AL1G47350",633,1430,4
"AL1G47360",2085,3115,4
"AL1G47370",201,327,1
"AL1G47380",1914,2886,7
"AL1G47390",1158,2604,7
"AL1G47400",1361,6836,8
"AL1G47410",123,2537,1
"AL1G47420",181,1746,1
"AL1G47430",123,1587,1
"AL1G47440",1485,3861,8
"AL1G47490",584,1312,3
"AL469U10010",147,919,1
"AL1G54000",382,1129,3
"AL1G47500",585,1612,3
"AL1G47510",1929,3136,5
"AL1G47530",639,902,1
"AL1G47570",1212,2875,9
"AL1G47600",1047,3282,10
"AL1G47610",1995,2989,3
"AL1G47630",1647,2184,3
"AL1G47650",1041,1843,2
"AL1G47660",534,1656,4
"AL1G47670",1107,2129,7
"AL1G47680",918,1313,3
"AL8G17390",21,94,1
"AL1G47690",1140,2088,8
"AL1G47710",1989,4173,15
"AL1G47720",1610,2064,2
"AL1G47730",576,852,1
"AL1G47740",1116,1482,1
"AL1G47750",777,1910,5
"AL1G47760",289,474,1
"AL1G47770",2391,2585,2
"AL8G14960",288,502,2
"AL1G47790",4509,9384,26
"AL1G47800",204,682,2
"AL1G47810",2094,2907,3
"AL1G47820",1188,2227,6
"AL1G47830",1803,5622,5
"AL1G47850",750,2523,6
"AL1G47860",771,1252,1
"AL1G47870",567,1984,3
"AL1G47880",528,1745,5
"AL1G47890",525,2423,8
"AL1G47900",1386,1758,1
"AL1G47910",1203,1248,2
"AL1G47920",1438,1748,2
"AL1G47950",2359,2875,5
"AL1G47960",2223,2464,1
"AL1G47970",1434,1741,1
"AL1G47980",1437,1609,1
"AL8G29094",63,63,1
"AL1G48040",357,2899,5
"AL3G46500",1437,1513,1
"AL1G48010",1020,1523,2
"AL1G47990",849,1052,3
"AL1G48070",1362,1477,1
"AL1G48080",1361,1449,1
"AL5G22340",244,1055,5
"AL1G48090",2226,4714,7
"AL1G48100",2844,5544,19
"AL1G11380",198,929,3
"AL1G48110",2103,3184,3
"AL1G48130",712,1033,2
"AL1G48150",1698,2708,7
"AL1G48170",566,803,1
"AL1G48180",1845,2785,7
"AL1G48190",975,1584,3
"AL1G48200",84,1380,1
"AL26U10070",201,490,1
"AL1G48220",897,1277,2
"AL1G48230",818,1607,7
"AL7G46420",269,1142,1
"AL1G48250",180,608,2
"AL1G48260",420,1820,3
"AL1G48270",582,800,1
"AL1G48280",1098,3160,6
"AL1G48310",631,985,3
"AL1G48330",678,1741,3
"AL1G48340",766,1144,5
"AL1G48350",696,1013,3
"AL3G38800",258,475,1
"AL1G48290",571,601,1
"AL6G14170",3,246,1
"AL4G29980",NA,172,0
"AL1G48360",978,2799,5
"AL1G48380",909,1305,5
"AL1G48370",498,922,2
"AL1G48390",981,2278,5
"AL1G48400",987,3797,5
"AL1G48410",1029,2535,5
"AL1G48420",1446,3884,12
"AL1G48430",1044,2210,5
"AL1G48440",528,1218,2
"AL1G48450",591,1864,2
"AL3G46340",179,206,1
"AL1G48460",1008,2344,5
"AL1G48470",459,1388,4
"AL1G48480",1383,1949,5
"AL1G48550",721,993,2
"AL1G48560",1493,2150,5
"AL3G43910",450,1528,7
"AL2G26760",77,77,1
"AL1G67250",426,1477,1
"AL5G20440",226,717,5
"AL77U10020",1914,2996,5
"AL1G48570",966,2236,11
"AL1G51510",28,480,1
"AL1G48580",140,160,1
"AL1G48590",1044,2068,7
"AL1G48600",3165,4082,2
"AL1G48620",1764,2917,10
"AL1G48630",2181,3324,5
"AL1G48640",1461,2074,4
"AL1G48650",1332,3376,14
"AL1G45590",1215,1356,1
"AL1G48660",1689,1891,3
"AL1G48670",854,3631,7
"AL1G48680",1722,2644,5
"AL1G48690",1324,3058,4
"AL1G48700",1059,1340,2
"AL1G48710",1747,4624,10
"AL1G48720",1860,3212,6
"AL1G48740",433,540,1
"AL1G48750",396,5580,5
"AL4G19510",504,1719,4
"AL2G19550",648,1390,3
"AL1G48770",363,1127,3
"AL1G26640",513,598,2
"AL1G48790",879,3637,9
"AL1G48800",2355,3931,2
"AL1G48840",4353,6135,12
"AL1G48850",1440,2245,3
"AL1G48860",2499,2668,1
"AL8G26700",318,1539,3
"AL1G48870",1989,4129,12
"AL1G48880",722,872,2
"AL1G48890",1590,3108,14
"AL1G48900",492,2015,4
"AL1G48910",4457,5487,7
"AL1G48920",1551,3411,8
"AL1G48930",1518,2292,1
"AL1G48940",1050,1798,5
"AL1G48960",1527,2650,11
"AL1G48970",390,390,1
"AL1G38320",NA,88,0
"AL1G48980",2880,3216,2
"AL1G48990",1392,2536,6
"AL1G49000",1107,2647,9
"AL1G49010",510,1126,1
"AL1G49020",597,718,1
"AL2G25330",88,88,1
"AL5G20510",252,411,4
"AL2G38250",683,683,1
"AL1G49030",1497,1783,2
"AL1G49040",1011,1120,1
"AL1G49050",1935,4422,7
"AL1G23250",453,1559,4
"AL1G49070",1351,1552,1
"AL1G49090",1521,2571,4
"AL1G49100",1446,2588,8
"AL1G49110",117,954,1
"AL6G38990",189,334,2
"AL1G49120",1104,1588,3
"AL1G49130",252,2550,5
"AL1G49140",387,1188,1
"AL1G49150",389,452,1
"AL1G49160",1782,3343,3
"AL1G49170",849,2097,5
"AL1G49780",602,1930,5
"AL1G49800",717,1738,6
"AL1G49810",930,1924,4
"AL1G49820",906,1883,2
"AL1G49830",441,481,1
"AL5G18060",361,535,2
"AL89U10030",88,219,1
"AL4G14690",207,249,1
"AL4G14700",300,760,1
"AL4G14710",261,3100,4
"AL4G14720",NA,626,0
"AL1G49840",1805,3594,14
"AL117U10020",864,864,1
"AL1G49860",930,1158,1
"AL1G49870",804,1765,4
"AL1G49880",696,1633,4
"AL1G49890",378,1234,3
"AL1G49900",999,2443,11
"AL1G49910",465,1009,1
"AL1G49920",483,686,1
"AL1G49930",573,945,2
"AL1G49940",3030,6166,10
"AL1G49950",402,663,1
"AL1G49960",567,1716,5
"AL1G49970",458,1065,2
"AL1G49980",872,2311,7
"AL1G50090",1074,1452,1
"AL1G50100",882,2303,7
"AL1G50110",765,1065,1
"AL1G50120",707,944,2
"AL1G50130",2250,3402,12
"AL1G50150",723,762,1
"AL1G50160",248,1337,2
"AL1G50170",756,1250,1
"AL1G50180",634,868,1
"AL1G50190",311,483,1
"AL1G50210",837,1091,1
"AL1G50220",705,1506,2
"AL1G50230",936,1246,3
"AL1G50270",378,563,1
"AL4G21230",676,1162,3
"AL1G50280",255,487,2
"AL1G50290",741,741,1
"AL4G17580",285,1377,2
"AL1G50310",768,2055,5
"AL1G50340",1488,3331,11
"AL1G50350",855,2589,4
"AL1G50360",1710,3687,9
"AL1G50380",4068,7448,23
"AL1G50390",2240,3033,4
"AL1G50420",1038,1434,1
"AL1G50430",1656,3081,5
"AL1G50480",416,416,1
"AL1G50500",933,1549,4
"AL1G50540",4224,5366,9
"AL1G50550",500,567,2
"AL1G50560",1488,2910,7
"AL1G50570",645,1715,5
"AL1G50580",462,1160,4
"AL1G50590",3479,3698,2
"AL1G50630",954,1931,3
"AL1G50640",1695,2847,6
"AL1G50670",1620,3243,6
"AL1G50680",1686,2530,4
"AL1G50740",349,2230,2
"AL1G50750",861,2522,5
"AL1G50790",903,1349,1
"AL6G37010",602,1000,1
"AL1G50810",1110,2054,8
"AL1G50820",1161,3490,13
"AL1G50830",972,1863,1
"AL1G50840",1317,4022,9
"AL1G50850",750,1057,3
"AL1G50860",1221,1778,6
"AL1G50870",6765,10578,31
"AL1G50880",7104,10983,33
"AL1G50890",1143,1727,6
"AL1G50900",336,1773,5
"AL1G50930",1137,1833,2
"AL5G20660",1054,1294,3
"AL1G50950",1260,2199,6
"AL1G50980",377,584,3
"AL1G51010",1725,3192,4
"AL1G51020",273,879,3
"AL1G51030",816,2013,3
"AL1G51040",231,590,2
"AL1G51050",228,560,2
"AL1G51060",1320,2395,1
"AL1G51080",535,755,1
"AL1G51100",198,6637,2
"AL1G51110",1284,2646,8
"AL1G48540",169,169,1
"AL1G51120",408,1803,4
"AL1G51130",1749,3774,5
"AL5G20030",326,753,2
"AL1G51150",1234,2576,3
"AL1G51160",379,424,1
"AL1G51170",2742,3275,3
"AL1G51200",771,2477,4
"AL1G51210",989,2403,9
"AL1G51220",1770,3209,10
"AL1G51230",1218,2138,3
"AL4G17970",2240,3578,9
"AL1G51240",981,1080,1
"AL2G20450",1632,4836,8
"AL2G10730",264,793,1
"AL1G51310",1278,2900,11
"AL1G51320",2342,4787,21
"AL1G51340",3723,9314,37
"AL6G22430",366,725,1
"AL1G51350",549,2615,9
"AL1G51370",2814,3568,6
"AL1G51380",2553,2901,2
"AL1G51390",1386,2923,15
"AL1G51400",222,759,4
"AL1G51410",4530,5721,2
"AL1G51420",507,1855,5
"AL1G51430",1344,2643,9
"AL1G51460",837,1125,3
"AL1G51470",916,2453,12
"AL1G51480",918,1564,2
"AL1G51500",639,892,3
"AL1G65740",191,1631,4
"AL1G51520",1350,2503,10
"AL1G51530",321,624,1
"AL1G51540",1215,2471,4
"AL1G51550",786,2742,7
"AL8G21630",NA,78,0
"AL1G51570",607,1074,2
"AL1G51580",1170,2089,5
"AL1G51590",1299,3517,14
"AL1G51600",1674,2136,4
"AL1G51610",525,1688,4
"AL1G51640",1266,2139,4
"AL1G51650",819,1170,1
"AL1G51660",1878,5289,14
"AL1G51670",1158,1331,1
"AL1G51680",1228,3364,5
"AL8G40890",NA,69,0
"AL278U10010",NA,377,0
"AL1G51720",198,238,1
"AL1G51740",1332,4202,4
"AL1G23230",363,1726,4
"AL1G51750",549,988,4
"AL1G51760",228,3125,2
"AL1G51770",1032,3370,7
"AL1G51790",1026,2517,12
"AL5G19880",390,1988,4
"AL1G51800",300,1654,3
"AL1G51810",1806,4692,7
"AL1G51820",1029,1907,4
"AL1G51830",1389,1845,7
"AL1G51840",246,1024,2
"AL1G51850",330,611,3
"AL1G51860",1401,2261,6
"AL1G51870",1440,3039,9
"AL1G51900",1059,1375,2
"AL1G51910",351,504,1
"AL1G52030",1176,2493,3
"AL1G52020",375,584,2
