"gene_id","seqnames","start","end","gene_length","cds_count"
"AL1G39940","scaffold_1",11640961,11643482,2522,9
"AL1G39950","scaffold_1",11643674,11646756,3083,12
"AL1G39960","scaffold_1",11647405,11648725,1321,3
"AL1G39970","scaffold_1",11649275,11651888,2614,1
"AL1G39980","scaffold_1",11651999,11657240,5242,22
"AL1G39990","scaffold_1",11661806,11663349,1544,3
"AL1G40000","scaffold_1",11670540,11672157,1618,6
"AL1G40010","scaffold_1",11672159,11674824,2666,2
"AL1G40020","scaffold_1",11687372,11688417,1046,4
"AL6G53270","scaffold_1",11689835,11692289,2455,3
"AL1G40030","scaffold_1",11692670,11694016,1347,1
"AL1G40040","scaffold_1",11697211,11697655,445,1
"AL8G19780","scaffold_1",11697834,11701955,4122,5
"AL1G40060","scaffold_1",11712766,11714820,2055,9
"AL1G40070","scaffold_1",11715381,11718374,2994,4
"AL3G29200","scaffold_1",11722116,11723131,1016,3
"AL1G40080","scaffold_1",11724104,11724988,885,3
"AL1G40090","scaffold_1",11725618,11728707,3090,7
"AL1G40100","scaffold_1",11735111,11737043,1933,8
"AL1G40110","scaffold_1",11741244,11743763,2520,3
"AL1G40120","scaffold_1",11747488,11748791,1304,1
"AL1G40140","scaffold_1",11759120,11761003,1884,7
"AL1G40150","scaffold_1",11761839,11764549,2711,8
"AL1G40160","scaffold_1",11764750,11766345,1596,1
"AL1G40170","scaffold_1",11768205,11769701,1497,2
"AL1G40180","scaffold_1",11770974,11772580,1607,2
"AL1G40190","scaffold_1",11773627,11775417,1791,7
"AL1G40200","scaffold_1",11782827,11783573,747,3
"AL1G40210","scaffold_1",11787368,11791204,3837,11
"AL1G40220","scaffold_1",11791211,11792405,1195,4
"AL1G40240","scaffold_1",11795356,11809791,14436,33
"AL1G40250","scaffold_1",11811664,11814628,2965,2
"AL1G40270","scaffold_1",11831329,11832618,1290,1
"AL1G40290","scaffold_1",11838238,11839734,1497,1
"AL1G40300","scaffold_1",11840052,11842178,2127,5
"AL1G40310","scaffold_1",11842183,11842606,424,1
"AL1G40320","scaffold_1",11848091,11849287,1197,1
"AL1G40330","scaffold_1",11851234,11851674,441,1
"AL1G40340","scaffold_1",11852401,11852989,589,1
"AL1G40350","scaffold_1",11853236,11854346,1111,1
"AL1G40360","scaffold_1",11854439,11857448,3010,14
"AL1G40370","scaffold_1",11858366,11861797,3432,5
"AL6G12530","scaffold_1",11863436,11864335,900,3
"AL1G40390","scaffold_1",11864596,11866422,1827,7
"AL1G40400","scaffold_1",11866531,11868193,1663,1
"AL1G40410","scaffold_1",11890469,11891910,1442,1
"AL8G25240","scaffold_1",11897045,11897282,238,0
"AL1G40420","scaffold_1",11898320,11898892,573,1
"AL1G40440","scaffold_1",11899744,11902734,2991,9
"AL1G40450","scaffold_1",11902741,11905706,2966,10
"AL1G40460","scaffold_1",11922249,11923131,883,1
"AL1G40470","scaffold_1",11930306,11931695,1390,2
"AL1G40480","scaffold_1",11932631,11939498,6868,8
"AL1G40490","scaffold_1",11940089,11941264,1176,3
"AL1G40500","scaffold_1",11941438,11943304,1867,4
"AL1G40510","scaffold_1",11946641,11948393,1753,1
"AL1G40520","scaffold_1",11948399,11949874,1476,1
"AL1G40530","scaffold_1",11950854,11951375,522,1
"AL1G40540","scaffold_1",11957705,11959927,2223,7
"AL1G40550","scaffold_1",11960496,11962063,1568,5
"AL1G40560","scaffold_1",11962185,11965096,2912,11
"AL1G40570","scaffold_1",11966250,11967811,1562,5
"AL1G40580","scaffold_1",11967815,11971552,3738,10
"AL1G40590","scaffold_1",11971630,11975238,3609,6
"AL1G40600","scaffold_1",11976487,11981545,5059,21
"AL1G40610","scaffold_1",11981549,11983837,2289,9
"AL1G40620","scaffold_1",11984799,11990904,6106,9
"AL1G40630","scaffold_1",11992961,11994697,1737,1
"AL1G40640","scaffold_1",11994707,11997832,3126,10
"AL1G40800","scaffold_1",11998587,12000453,1867,6
"AL1G40790","scaffold_1",12000900,12002816,1917,5
"AL1G40780","scaffold_1",12003677,12005050,1374,4
"AL1G40770","scaffold_1",12011407,12014304,2898,4
"AL1G40760","scaffold_1",12015663,12018520,2858,4
"AL1G40750","scaffold_1",12021194,12022515,1322,3
"AL1G40740","scaffold_1",12022551,12025150,2600,2
"AL1G40730","scaffold_1",12026620,12027841,1222,3
"AL1G40720","scaffold_1",12028257,12033714,5458,10
"AL1G40710","scaffold_1",12034959,12036645,1687,2
"AL1G40700","scaffold_1",12036653,12037851,1199,2
"AL1G40690","scaffold_1",12037946,12039664,1719,2
"AL1G40680","scaffold_1",12041964,12044471,2508,8
"AL7G38660","scaffold_1",12048213,12050199,1987,4
"AL1G40670","scaffold_1",12053556,12057011,3456,14
"AL1G40660","scaffold_1",12057299,12060666,3368,14
"AL1G40650","scaffold_1",12063439,12064624,1186,2
"AL1G40810","scaffold_1",12066977,12068592,1616,7
"AL1G40820","scaffold_1",12068749,12070479,1731,4
"AL1G40830","scaffold_1",12070577,12072251,1675,3
"AL1G40840","scaffold_1",12072796,12079027,6232,10
"AL1G40850","scaffold_1",12081227,12082638,1412,2
"AL1G40860","scaffold_1",12082935,12085223,2289,4
"AL1G40870","scaffold_1",12087969,12090136,2168,7
"AL1G40880","scaffold_1",12090562,12093884,3323,5
"AL1G40890","scaffold_1",12094228,12095531,1304,1
"AL1G40900","scaffold_1",12096460,12100611,4152,11
"AL1G40910","scaffold_1",12100892,12102554,1663,2
"AL1G40920","scaffold_1",12102992,12103828,837,1
"AL1G40930","scaffold_1",12104080,12106745,2666,2
"AL1G40940","scaffold_1",12107166,12110866,3701,11
"AL1G40950","scaffold_1",12112336,12116077,3742,15
"AL1G40960","scaffold_1",12119212,12120535,1324,3
"AL1G40970","scaffold_1",12141037,12142259,1223,1
"AL1G40980","scaffold_1",12142407,12147342,4936,7
"AL1G40990","scaffold_1",12147491,12148943,1453,1
"AL1G41000","scaffold_1",12149776,12151057,1282,2
"AL1G41030","scaffold_1",12153557,12165494,11938,27
"AL1G41040","scaffold_1",12165672,12168305,2634,3
"AL1G41150","scaffold_1",12169801,12171994,2194,2
"AL1G41160","scaffold_1",12173213,12176548,3336,6
"AL1G41170","scaffold_1",12176833,12178577,1745,1
"AL1G41180","scaffold_1",12190199,12194519,4321,7
"AL1G41190","scaffold_1",12207071,12207990,920,1
"AL1G41200","scaffold_1",12210299,12213554,3256,12
"AL1G41210","scaffold_1",12218334,12220463,2130,3
"AL1G41220","scaffold_1",12220888,12221965,1078,4
"AL1G41230","scaffold_1",12222022,12223666,1645,5
"AL1G41240","scaffold_1",12224416,12225255,840,1
"AL1G41250","scaffold_1",12225270,12229865,4596,15
"AL1G41260","scaffold_1",12230448,12231435,988,1
"AL3G42340","scaffold_1",12234077,12235996,1920,4
"AL1G41270","scaffold_1",12240942,12242313,1372,4
"AL1G41280","scaffold_1",12243988,12249136,5149,8
"AL1G41290","scaffold_1",12249410,12254645,5236,9
"AL1G41300","scaffold_1",12260325,12261216,892,2
"AL1G41310","scaffold_1",12261363,12264211,2849,12
"AL1G41320","scaffold_1",12264520,12269184,4665,7
"AL1G41330","scaffold_1",12274023,12277463,3441,9
"AL1G41340","scaffold_1",12280647,12286109,5463,6
"AL1G41350","scaffold_1",12286168,12286875,708,3
"AL1G41360","scaffold_1",12286859,12292106,5248,19
"AL1G41370","scaffold_1",12292123,12293590,1468,1
"AL1G41380","scaffold_1",12293874,12298829,4956,16
"AL1G41390","scaffold_1",12299027,12302949,3923,5
"AL1G41400","scaffold_1",12305994,12309206,3213,11
"AL1G41420","scaffold_1",12313215,12314596,1382,1
"AL1G41430","scaffold_1",12315188,12319938,4751,9
"AL1G41440","scaffold_1",12322497,12324136,1640,2
"AL1G41460","scaffold_1",12330567,12331914,1348,2
"AL1G41470","scaffold_1",12332587,12336635,4049,15
"AL1G41490","scaffold_1",12336695,12337855,1161,3
"AL1G41500","scaffold_1",12338697,12338789,93,1
"AL1G41520","scaffold_1",12356771,12361669,4899,9
"AL1G41540","scaffold_1",12362058,12373604,11547,7
"AL1G41560","scaffold_1",12375662,12377883,2222,4
"AL1G41570","scaffold_1",12380137,12383946,3810,6
"AL1G41580","scaffold_1",12384099,12385330,1232,1
"AL1G41590","scaffold_1",12393386,12394504,1119,3
"AL1G41600","scaffold_1",12398129,12398296,168,1
"AL1G41610","scaffold_1",12399535,12402622,3088,15
"AL1G41620","scaffold_1",12405282,12408133,2852,10
"AL1G41630","scaffold_1",12408140,12410916,2777,10
"AL1G41640","scaffold_1",12417822,12420355,2534,9
"AL1G41660","scaffold_1",12430386,12433280,2895,4
"AL1G41670","scaffold_1",12437885,12439617,1733,5
"AL1G41680","scaffold_1",12439976,12441031,1056,3
"AL1G41690","scaffold_1",12446126,12447152,1027,1
"AL1G41700","scaffold_1",12449439,12450332,894,1
"AL1G41710","scaffold_1",12458235,12463048,4814,3
"AL1G41720","scaffold_1",12463326,12465384,2059,1
"AL1G41730","scaffold_1",12469244,12470253,1010,1
"AL1G41740","scaffold_1",12478006,12480010,2005,4
"AL1G41760","scaffold_1",12481304,12486930,5627,19
"AL1G41770","scaffold_1",12486938,12488479,1542,2
"AL1G41780","scaffold_1",12488988,12490998,2011,2
"AL1G41790","scaffold_1",12493343,12497157,3815,9
"AL1G41800","scaffold_1",12505945,12507186,1242,3
"AL1G41810","scaffold_1",12507188,12510970,3783,5
"AL1G41820","scaffold_1",12517180,12519015,1836,1
"AL1G41830","scaffold_1",12520805,12521830,1026,1
"AL1G41840","scaffold_1",12523423,12525150,1728,2
"AL1G41860","scaffold_1",12540031,12543164,3134,6
"AL1G41870","scaffold_1",12549236,12550125,890,1
"AL1G41880","scaffold_1",12553290,12554025,736,1
"AL1G41890","scaffold_1",12559254,12560830,1577,1
"AL1G41900","scaffold_1",12566683,12570926,4244,14
"AL1G41910","scaffold_1",12574436,12575391,956,4
"AL1G41920","scaffold_1",12576566,12577983,1418,3
"AL1G41930","scaffold_1",12579565,12583764,4200,2
"AL1G41940","scaffold_1",12588966,12592867,3902,9
"AL1G41950","scaffold_1",12592944,12598946,6003,20
"AL1G41970","scaffold_1",12601429,12602296,868,1
"AL1G41750","scaffold_1",12603998,12604238,241,1
"AL5G11140","scaffold_1",12606528,12607459,932,1
"AL1G41980","scaffold_1",12613612,12614422,811,1
"AL1G41990","scaffold_1",12621303,12621921,619,1
"AL1G42000","scaffold_1",12623223,12625909,2687,7
"AL1G42010","scaffold_1",12626272,12627936,1665,1
"AL1G42020","scaffold_1",12628947,12631057,2111,3
"AL1G42030","scaffold_1",12633764,12635093,1330,1
"AL1G42040","scaffold_1",12638279,12641049,2771,9
"AL1G42050","scaffold_1",12641761,12649657,7897,18
"AL1G42060","scaffold_1",12656027,12659553,3527,2
"AL1G42070","scaffold_1",12660309,12663983,3675,2
"AL1G42080","scaffold_1",12671289,12673270,1982,3
"AL1G42100","scaffold_1",12682682,12684836,2155,7
"AL1G42110","scaffold_1",12697838,12699537,1700,6
"AL1G42120","scaffold_1",12700008,12700900,893,3
"AL1G42140","scaffold_1",12718432,12721405,2974,4
"AL1G42150","scaffold_1",12721412,12724940,3529,8
"AL1G42170","scaffold_1",12725058,12726165,1108,1
"AL1G42180","scaffold_1",12726189,12726916,728,2
"AL1G42190","scaffold_1",12729177,12731374,2198,9
"AL1G42200","scaffold_1",12732453,12734976,2524,5
"AL1G42220","scaffold_1",12735472,12737398,1927,5
"AL1G42230","scaffold_1",12743619,12745479,1861,5
"AL1G42240","scaffold_1",12747465,12748250,786,2
"AL1G42250","scaffold_1",12748846,12750893,2048,5
"AL1G40260","scaffold_1",12772446,12774161,1716,2
"AL7G37210","scaffold_1",12775854,12776742,889,1
"AL1G42280","scaffold_1",12778091,12779963,1873,5
"AL1G42290","scaffold_1",12781069,12783076,2008,5
"AL1G42300","scaffold_1",12783934,12787009,3076,3
"AL1G42310","scaffold_1",12787041,12788705,1665,1
"AL1G46990","scaffold_1",12792656,12794609,1954,1
"AL1G42320","scaffold_1",12799492,12800873,1382,3
"AL6G33740","scaffold_1",12801923,12803104,1182,1
"AL1G42330","scaffold_1",12803709,12807538,3830,3
"AL1G42340","scaffold_1",12806108,12813308,7201,2
"AL1G42450","scaffold_1",12820075,12820908,834,2
"AL1G42460","scaffold_1",12820918,12825587,4670,1
"AL1G42570","scaffold_1",12825802,12827559,1758,1
"AL1G42580","scaffold_1",12827868,12835246,7379,5
"AL1G42680","scaffold_1",12837627,12839219,1593,4
"AL1G42700","scaffold_1",12845527,12846951,1425,5
"AL1G42710","scaffold_1",12850269,12852892,2624,8
"AL1G42720","scaffold_1",12854246,12856815,2570,8
"AL1G42730","scaffold_1",12857368,12859137,1770,6
"AL1G42740","scaffold_1",12859271,12864257,4987,16
"AL1G42750","scaffold_1",12864442,12865821,1380,4
"AL1G42760","scaffold_1",12865872,12866567,696,1
"AL1G42770","scaffold_1",12866660,12868874,2215,4
"AL1G42780","scaffold_1",12884506,12886577,2072,4
"AL1G42790","scaffold_1",12886633,12888235,1603,2
"AL1G42800","scaffold_1",12891283,12892742,1460,2
"AL1G42810","scaffold_1",12893269,12894830,1562,2
"AL1G42820","scaffold_1",12904844,12905702,859,3
"AL1G42830","scaffold_1",12913853,12915349,1497,2
"AL1G42840","scaffold_1",12915743,12919892,4150,10
"AL1G42850","scaffold_1",12920394,12921489,1096,2
"AL1G42860","scaffold_1",12921885,12924109,2225,1
"AL1G42870","scaffold_1",12925137,12925955,819,1
"AL1G42880","scaffold_1",12933925,12939019,5095,9
"AL1G42890","scaffold_1",12945127,12946988,1862,2
"AL1G42900","scaffold_1",12948488,12948805,318,1
"AL1G42910","scaffold_1",12949994,12950888,895,1
"AL1G42920","scaffold_1",12967960,12972319,4360,3
"AL1G42930","scaffold_1",12972332,12973680,1349,1
"AL1G42940","scaffold_1",12973758,12974900,1143,1
"AL1G42950","scaffold_1",12975096,12976475,1380,5
"AL1G42960","scaffold_1",12979394,12982209,2816,3
"AL1G42970","scaffold_1",12982342,12984561,2220,1
"AL1G42980","scaffold_1",12987022,12989086,2065,6
"AL1G42990","scaffold_1",12989089,12992064,2976,9
"AL1G43010","scaffold_1",12992349,12994872,2524,4
"AL1G43060","scaffold_1",13008832,13009978,1147,3
"AL1G43070","scaffold_1",13015074,13016408,1335,2
"AL1G43080","scaffold_1",13032448,13033070,623,1
"AL1G43090","scaffold_1",13035608,13037379,1772,1
"AL1G43100","scaffold_1",13044149,13046625,2477,6
"AL1G43110","scaffold_1",13048408,13049315,908,2
"AL1G43130","scaffold_1",13050547,13053511,2965,12
"AL1G43140","scaffold_1",13053518,13056306,2789,5
"AL1G43150","scaffold_1",13060917,13063484,2568,1
"AL1G43160","scaffold_1",13068146,13073601,5456,10
"AL1G43170","scaffold_1",13075062,13077043,1982,4
"AL1G43180","scaffold_1",13077369,13079019,1651,6
"AL1G43190","scaffold_1",13079267,13080676,1410,6
"AL1G43200","scaffold_1",13081243,13085884,4642,11
"AL1G43210","scaffold_1",13091002,13094497,3496,5
"AL1G43220","scaffold_1",13094819,13095088,270,2
"AL1G43230","scaffold_1",13095986,13096589,604,1
"AL1G43240","scaffold_1",13097421,13098078,658,1
"AL1G43250","scaffold_1",13098881,13099495,615,1
"AL1G43260","scaffold_1",13100973,13101561,589,1
"AL1G43270","scaffold_1",13102274,13102871,598,1
"AL1G43280","scaffold_1",13103873,13104559,687,1
"AL1G43290","scaffold_1",13105190,13105403,214,1
"AL1G43300","scaffold_1",13106808,13110795,3988,8
"AL1G43310","scaffold_1",13111720,13113143,1424,3
"AL1G43340","scaffold_1",13117222,13118907,1686,4
"AL1G43350","scaffold_1",13126363,13126931,569,1
"AL1G43360","scaffold_1",13127367,13128450,1084,4
"AL1G43370","scaffold_1",13128539,13130663,2125,3
"AL1G43380","scaffold_1",13137205,13137784,580,1
"AL1G43390","scaffold_1",13137902,13138940,1039,2
"AL1G43400","scaffold_1",13139183,13140915,1733,5
"AL1G43410","scaffold_1",13141147,13144259,3113,14
"AL1G43420","scaffold_1",13144440,13146542,2103,8
"AL1G43430","scaffold_1",13150552,13151282,731,5
"AL1G43440","scaffold_1",13152243,13154041,1799,5
"AL1G34630","scaffold_1",13156349,13157686,1338,2
"AL1G43450","scaffold_1",13185544,13189028,3485,12
"AL1G43460","scaffold_1",13190044,13194280,4237,13
"AL7G46370","scaffold_1",13210821,13211395,575,1
"AL1G43470","scaffold_1",13212976,13213634,659,1
"AL1G43480","scaffold_1",13224945,13226977,2033,5
"AL1G43490","scaffold_1",13229080,13231116,2037,5
"AL1G43500","scaffold_1",13231120,13232226,1107,3
"AL1G43510","scaffold_1",13232415,13235617,3203,6
"AL1G43530","scaffold_1",13249279,13251824,2546,7
"AL1G43540","scaffold_1",13251949,13253676,1728,2
"AL1G43550","scaffold_1",13253720,13259280,5561,19
"AL1G43560","scaffold_1",13262960,13263675,716,3
"AL1G43570","scaffold_1",13266342,13271254,4913,24
"AL1G43580","scaffold_1",13271952,13278823,6872,24
"AL1G43590","scaffold_1",13280184,13282154,1971,2
"AL1G43600","scaffold_1",13282615,13283851,1237,1
"AL1G43610","scaffold_1",13285098,13286019,922,1
"AL1G43620","scaffold_1",13286546,13287254,709,1
"AL1G43630","scaffold_1",13288121,13290214,2094,1
"AL1G43640","scaffold_1",13290851,13293752,2902,6
"AL1G43650","scaffold_1",13293756,13296041,2286,7
"AL1G43660","scaffold_1",13296187,13299397,3211,7
"AL1G43670","scaffold_1",13299410,13301326,1917,6
"AL1G43680","scaffold_1",13301771,13303851,2081,7
"AL1G43700","scaffold_1",13310430,13311814,1385,3
"AL1G43710","scaffold_1",13313532,13316551,3020,7
"AL1G43730","scaffold_1",13317542,13320720,3179,9
"AL1G43740","scaffold_1",13321400,13325289,3890,15
"AL1G43750","scaffold_1",13326027,13330070,4044,3
"AL1G43760","scaffold_1",13330100,13331168,1069,1
"AL1G43770","scaffold_1",13333156,13334189,1034,1
"AL1G43780","scaffold_1",13334203,13341787,7585,27
"AL1G43790","scaffold_1",13346493,13349621,3129,1
"AL1G43800","scaffold_1",13350180,13350402,223,1
"AL1G47590","scaffold_1",13351189,13351784,596,1
"AL6G49330","scaffold_1",13351445,13351741,297,0
"AL1G43820","scaffold_1",13353150,13354652,1503,4
"AL6G33070","scaffold_1",13357674,13358898,1225,2
"AL1G43830","scaffold_1",13359514,13360327,814,1
"AL1G43840","scaffold_1",13360851,13362039,1189,4
"AL1G43850","scaffold_1",13362177,13364147,1971,5
"AL1G43860","scaffold_1",13364252,13365518,1267,1
"AL1G43870","scaffold_1",13365558,13369430,3873,3
"AL1G43880","scaffold_1",13370500,13372186,1687,5
"AL1G43890","scaffold_1",13372321,13375551,3231,6
"AL1G43900","scaffold_1",13375793,13378242,2450,1
"AL1G43910","scaffold_1",13378467,13379755,1289,1
"AL5G21980","scaffold_1",13382482,13383604,1123,1
"AL1G43920","scaffold_1",13407937,13410093,2157,3
"AL1G43950","scaffold_1",13445949,13447489,1541,2
"AL1G43960","scaffold_1",13447861,13449366,1506,5
"AL1G43970","scaffold_1",13449819,13450358,540,1
"AL1G43980","scaffold_1",13452716,13455052,2337,4
"AL1G43990","scaffold_1",13462993,13464814,1822,1
"AL1G44000","scaffold_1",13487619,13489629,2011,1
"AL279U10020","scaffold_1",13502286,13502678,393,2
"AL9U10430","scaffold_1",13504624,13505901,1278,2
"AL1G44010","scaffold_1",13510816,13512759,1944,5
"AL1G44020","scaffold_1",13512784,13514982,2199,4
"AL1G44030","scaffold_1",13517130,13519233,2104,5
"AL855U10020","scaffold_1",13521375,13521440,66,0
"AL1G44040","scaffold_1",13524179,13524995,817,3
"AL1G44080","scaffold_1",13532622,13533917,1296,2
"AL1G44070","scaffold_1",13535336,13536976,1641,3
"AL1G44060","scaffold_1",13537009,13538418,1410,2
"AL1G44090","scaffold_1",13549001,13550069,1069,1
"AL700U10010","scaffold_1",13560020,13561081,1062,1
"AL1G44100","scaffold_1",13570288,13572311,2024,1
"AL1G44110","scaffold_1",13571912,13572358,447,1
"AL1G44120","scaffold_1",13572484,13576102,3619,1
"AL1G44130","scaffold_1",13577676,13580348,2673,4
"AL1G44150","scaffold_1",13587731,13589506,1776,6
"AL1G44160","scaffold_1",13589975,13594908,4934,13
"AL1G44170","scaffold_1",13597147,13597805,659,1
"AL1G44180","scaffold_1",13597807,13598225,419,1
"AL1G44190","scaffold_1",13598444,13599653,1210,3
"AL1G44200","scaffold_1",13600055,13600697,643,1
"AL1G44210","scaffold_1",13605178,13605691,514,1
"AL1G44220","scaffold_1",13613266,13617017,3752,15
"AL1G44230","scaffold_1",13617832,13619879,2048,5
"AL1G44240","scaffold_1",13623393,13628644,5252,1
"AL1G44250","scaffold_1",13628876,13631271,2396,9
"AL1G44260","scaffold_1",13642067,13644920,2854,5
"AL1G44270","scaffold_1",13647900,13652871,4972,15
"AL1G44280","scaffold_1",13677137,13678837,1701,4
"AL1G44290","scaffold_1",13686452,13689830,3379,5
"AL1G44300","scaffold_1",13690561,13692641,2081,1
"AL1G44320","scaffold_1",13694831,13695787,957,3
"AL1G44330","scaffold_1",13717634,13728215,10582,27
"AL1G44340","scaffold_1",13729000,13737353,8354,26
"AL1G44380","scaffold_1",13759055,13763304,4250,4
"AL1G44390","scaffold_1",13764643,13771248,6606,13
"AL1G44400","scaffold_1",13772186,13773585,1400,3
"AL1G44410","scaffold_1",13774228,13778406,4179,7
"AL3G39660","scaffold_1",13778957,13780018,1062,1
"AL1G44930","scaffold_1",13786805,13787310,506,1
"AL1G44480","scaffold_1",13792492,13800501,8010,12
"AL1G44490","scaffold_1",13800812,13801959,1148,2
"AL1G44500","scaffold_1",13802015,13803778,1764,4
"AL1G44510","scaffold_1",13803991,13806234,2244,2
"AL1G44520","scaffold_1",13810468,13815424,4957,18
"AL1G44530","scaffold_1",13818383,13820309,1927,5
"AL1G44540","scaffold_1",13820977,13823123,2147,5
"AL1G44550","scaffold_1",13823213,13823939,727,1
"AL1G44562","scaffold_1",13825402,13825621,220,1
"AL1G44564","scaffold_1",13827212,13829543,2332,9
"AL8G27630","scaffold_1",13833376,13833496,121,0
"AL1G44570","scaffold_1",13833957,13835858,1902,2
"AL1G44580","scaffold_1",13836722,13839420,2699,7
"AL1G44590","scaffold_1",13839556,13842123,2568,6
"AL1G44600","scaffold_1",13843927,13846141,2215,1
"AL1G44610","scaffold_1",13848745,13851836,3092,2
"AL1G44620","scaffold_1",13851843,13855823,3981,12
"AL1G44630","scaffold_1",13856085,13860288,4204,15
"AL1G44640","scaffold_1",13860570,13864512,3943,10
